NA	Gene Symbol	NA	dme-miR Family
NA	CG3534	NA	dme-miR-310
NA	CG3534	NA	dme-miR-311
NA	CG3534	NA	dme-miR-312
NA	CG3534	NA	dme-miR-313
NA	CG3534	NA	dme-miR-2a-1
NA	CG3534	NA	dme-miR-6
NA	CG3534	NA	dme-miR-11
NA	CG3534	NA	dme-miR-13
NA	CG3534	NA	dme-miR-308
NA	CG3536	NA	dme-miR-4
NA	CG3536	NA	dme-miR-987
NA	CG3536	NA	dme-miR-34
NA	CG3536	NA	dme-miR-92
NA	CG3536	NA	dme-miR-310
NA	CG3536	NA	dme-miR-311
NA	CG3536	NA	dme-miR-312
NA	CG3536	NA	dme-miR-313
NA	CG3536	NA	dme-miR-33
NA	CG3536	NA	dme-miR-284
NA	CG3536	NA	dme-miR-79
NA	CG3536	NA	dme-miR-1017
NA	CG3536	NA	dme-miR-100
NA	CG3548	NA	dme-miR-8
NA	CG3548	NA	dme-miR-307
NA	CG3548	NA	dme-miR-277
NA	CG3548	NA	dme-miR-960
NA	CG3556	NA	dme-miR-315
NA	CG3558	NA	dme-miR-317
NA	CG3558	NA	dme-miR-964
NA	CG3558	NA	dme-miR-375
NA	CG3558	NA	dme-miR-927
NA	CG3566	NA	dme-miR-137
NA	CG3571	NA	dme-miR-4
NA	CG3571	NA	dme-miR-960
NA	CG3571	NA	dme-miR-79
NA	CG3571	NA	dme-miR-1
NA	CG3571	NA	dme-miR-1017
NA	CG3579	NA	dme-miR-315
NA	CG3579	NA	dme-miR-iab4as
NA	CG3598	NA	dme-miR-263a
NA	CG3598	NA	dme-miR-8
NA	CG3598	NA	dme-miR-2a-1
NA	CG3598	NA	dme-miR-6
NA	CG3598	NA	dme-miR-11
NA	CG3598	NA	dme-miR-13
NA	CG3598	NA	dme-miR-308
NA	CG3599	NA	dme-miR-277
NA	CG3608	NA	dme-miR-305
NA	CG3609	NA	dme-miR-33
NA	CG3618	NA	dme-miR-277
NA	CG3624	NA	dme-miR-9
NA	CG3624	NA	dme-miR-316
NA	CG3625	NA	dme-miR-190
NA	CG3626	NA	dme-miR-283
NA	CG3630	NA	dme-miR-4
NA	CG3630	NA	dme-miR-1017
NA	CG3630	NA	dme-miR-79
NA	CG3630	NA	dme-miR-980
NA	CG3638	NA	dme-miR-277
NA	CG3654	NA	dme-miR-1000
NA	CG3655	NA	dme-miR-14
NA	CG3655	NA	dme-miR-124
NA	CG3662	NA	dme-miR-10-3p
NA	CG3662	NA	dme-miR-1006
NA	CG3662	NA	dme-miR-1
NA	CG3678	NA	dme-miR-92
NA	CG3678	NA	dme-miR-310
NA	CG3678	NA	dme-miR-311
NA	CG3678	NA	dme-miR-312
NA	CG3678	NA	dme-miR-313
NA	CG3689	NA	dme-miR-994
NA	CG3701	NA	dme-miR-277
NA	CG3704	NA	dme-miR-79
NA	CG3704	NA	dme-miR-33
NA	CG3714	NA	dme-miR-210
NA	CG3714	NA	dme-miR-124
NA	CG3726	NA	dme-miR-316
NA	CG3732	NA	dme-miR-281-1
NA	CG3732	NA	dme-miR-281-2-3p
NA	CG3759	NA	dme-miR-2a-1
NA	CG3759	NA	dme-miR-6
NA	CG3759	NA	dme-miR-11
NA	CG3759	NA	dme-miR-13
NA	CG3759	NA	dme-miR-308
NA	CG3760	NA	dme-miR-277
NA	CG3764	NA	dme-miR-10-3p
NA	CG3764	NA	dme-miR-1006
NA	CG3764	NA	dme-miR-960
NA	CG3764	NA	dme-miR-2a-1
NA	CG3764	NA	dme-miR-6
NA	CG3764	NA	dme-miR-11
NA	CG3764	NA	dme-miR-13
NA	CG3764	NA	dme-miR-308
NA	CG3764	NA	dme-miR-137
NA	CG3777	NA	dme-miR-79
NA	CG3792	NA	dme-miR-375
NA	CG3793	NA	dme-miR-263b
NA	CG3793	NA	dme-miR-994
NA	CG3793	NA	dme-miR-5
NA	CG3797	NA	dme-miR-977
NA	CG3800	NA	dme-miR-263b
NA	CG3800	NA	dme-miR-2a-1
NA	CG3800	NA	dme-miR-6
NA	CG3800	NA	dme-miR-11
NA	CG3800	NA	dme-miR-13
NA	CG3800	NA	dme-miR-308
NA	CG3800	NA	dme-miR-10-3p
NA	CG3800	NA	dme-miR-1006
NA	CG3800	NA	dme-miR-962
NA	CG3800	NA	dme-miR-1014
NA	CG3822	NA	dme-miR-999
NA	CG3822	NA	dme-miR-277
NA	CG3822	NA	dme-miR-932
NA	CG3829	NA	dme-miR-10-3p
NA	CG3829	NA	dme-miR-1006
NA	CG3838	NA	dme-miR-305
NA	CG3841	NA	dme-miR-1000
NA	CG3841	NA	dme-miR-304
NA	CG3841	NA	dme-miR-987
NA	CG3876	NA	dme-miR-252
NA	CG3876	NA	dme-miR-1002
NA	CG3884	NA	dme-miR-980
NA	CG3887	NA	dme-miR-971
NA	CG3902	NA	dme-miR-277
NA	CG3916	NA	dme-miR-956
NA	CG3921	NA	dme-miR-1
NA	CG3921	NA	dme-miR-304
NA	CG3940	NA	dme-miR-10-3p
NA	CG3940	NA	dme-miR-1006
NA	CG3940	NA	dme-miR-9
NA	CG3940	NA	dme-miR-960
NA	CG3940	NA	dme-miR-279
NA	CG3940	NA	dme-miR-286
NA	CG3940	NA	dme-miR-996
NA	CG3955	NA	dme-miR-10-3p
NA	CG3955	NA	dme-miR-1006
NA	CG3955	NA	dme-miR-1014
NA	CG3961	NA	dme-miR-124
NA	CG3961	NA	dme-miR-981
NA	CG3961	NA	dme-miR-79
NA	CG3961	NA	dme-miR-1017
NA	CG3961	NA	dme-miR-4
NA	CG3967	NA	dme-miR-7
NA	CG3967	NA	dme-miR-999
NA	CG3973	NA	dme-miR-932
NA	CG3975	NA	dme-miR-977
NA	CG3975	NA	dme-miR-277
NA	CG3975	NA	dme-miR-210
NA	CG3980	NA	dme-bantam
NA	CG3980	NA	dme-miR-79
NA	CG3996	NA	dme-miR-1014
NA	CG3996	NA	dme-miR-33
NA	CG3996	NA	dme-let-7
NA	CG3996	NA	dme-miR-315
NA	CG4000	NA	dme-miR-279
NA	CG4000	NA	dme-miR-286
NA	CG4000	NA	dme-miR-996
NA	CG40005	NA	dme-miR-14
NA	CG40005	NA	dme-miR-1
NA	CG4004	NA	dme-miR-210
NA	CG40131	NA	dme-miR-932
NA	CG40143	NA	dme-miR-14
NA	CG40169	NA	dme-miR-315
NA	CG40169	NA	dme-miR-281-2-3p
NA	CG40169	NA	dme-miR-971
NA	CG40169	NA	dme-miR-281-1
NA	CG40174	NA	dme-miR-980
NA	CG40176	NA	dme-miR-283
NA	CG4019	NA	dme-miR-10-3p
NA	CG4019	NA	dme-miR-1006
NA	CG4019	NA	dme-miR-316
NA	CG4019	NA	dme-miR-9
NA	CG40239	NA	dme-miR-315
NA	CG4025	NA	dme-miR-2a-1
NA	CG4025	NA	dme-miR-6
NA	CG4025	NA	dme-miR-11
NA	CG4025	NA	dme-miR-13
NA	CG4025	NA	dme-miR-308
NA	CG4025	NA	dme-miR-2a-2
NA	CG4025	NA	dme-miR-2c
NA	CG4030	NA	dme-miR-10-3p
NA	CG4030	NA	dme-miR-1006
NA	CG4030	NA	dme-miR-79
NA	CG4030	NA	dme-miR-1014
NA	CG40368	NA	dme-miR-980
NA	CG40392	NA	dme-miR-958
NA	CG4041	NA	dme-miR-971
NA	CG40413	NA	dme-miR-2a-2
NA	CG40413	NA	dme-miR-2c
NA	CG40463	NA	dme-miR-957
NA	CG40463	NA	dme-miR-iab-4-5p
NA	CG4050	NA	dme-miR-277
NA	CG40500	NA	dme-miR-137
NA	CG40500	NA	dme-miR-1014
NA	CG40500	NA	dme-miR-284
NA	CG40577	NA	dme-miR-974
NA	CG40583	NA	dme-miR-989
NA	CG40583	NA	dme-miR-969
NA	CG4066	NA	dme-miR-281-2-3p
NA	CG4066	NA	dme-miR-9
NA	CG40660	NA	dme-miR-281-1
NA	CG40660	NA	dme-miR-281-2-3p
NA	CG4074	NA	dme-miR-92
NA	CG4074	NA	dme-miR-310
NA	CG4074	NA	dme-miR-311
NA	CG4074	NA	dme-miR-312
NA	CG4074	NA	dme-miR-313
NA	CG40813	NA	dme-miR-284
NA	CG4091	NA	dme-miR-252
NA	CG4091	NA	dme-miR-1000
NA	CG4091	NA	dme-miR-190
NA	CG4091	NA	dme-miR-971
NA	CG4091	NA	dme-miR-277
NA	CG4091	NA	dme-miR-1002
NA	CG4091	NA	dme-miR-999
NA	CG40928	NA	dme-miR-1000
NA	CG40928	NA	dme-miR-1014
NA	CG40928	NA	dme-miR-10-3p
NA	CG40928	NA	dme-miR-1006
NA	CG40936	NA	dme-miR-960
NA	CG4096	NA	dme-miR-1002
NA	CG4096	NA	dme-miR-252
NA	CG41072	NA	dme-miR-1014
NA	CG41073	NA	dme-miR-315
NA	CG41073	NA	dme-miR-277
NA	CG41105	NA	dme-miR-263b
NA	CG4115	NA	dme-miR-283
NA	CG41243	NA	dme-miR-2a-2
NA	CG41243	NA	dme-miR-2c
NA	CG4133	NA	dme-miR-987
NA	CG4133	NA	dme-miR-92
NA	CG4133	NA	dme-miR-310
NA	CG4133	NA	dme-miR-311
NA	CG4133	NA	dme-miR-312
NA	CG4133	NA	dme-miR-313
NA	CG41346	NA	dme-miR-986
NA	CG41346	NA	dme-miR-193
NA	CG41346	NA	dme-miR-137
NA	CG41353	NA	dme-miR-87
NA	CG41353	NA	dme-miR-iab4as
NA	CG41355	NA	dme-miR-304
NA	CG41355	NA	dme-miR-987
NA	CG41392	NA	dme-miR-1014
NA	CG41431	NA	dme-miR-277
NA	CG41432	NA	dme-miR-1014
NA	CG41432	NA	dme-miR-989
NA	CG41432	NA	dme-miR-100
NA	CG41434	NA	dme-miR-283
NA	CG41435	NA	dme-miR-1010
NA	CG41435	NA	dme-miR-315
NA	CG41436	NA	dme-miR-281-2-3p
NA	CG41436	NA	dme-let-7
NA	CG41436	NA	dme-miR-190
NA	CG41436	NA	dme-miR-987
NA	CG41451	NA	dme-miR-33
NA	CG41461	NA	dme-miR-315
NA	CG41462	NA	dme-miR-1000
NA	CG41463	NA	dme-miR-987
NA	CG41477	NA	dme-miR-284
NA	CG41477	NA	dme-miR-970
NA	CG41478	NA	dme-miR-33
NA	CG41478	NA	dme-miR-274
NA	CG41480	NA	dme-miR-10-3p
NA	CG41480	NA	dme-miR-1006
NA	CG41480	NA	dme-miR-1014
NA	CG41480	NA	dme-miR-981
NA	CG41481	NA	dme-miR-316
NA	CG41522	NA	dme-miR-970
NA	CG41534	NA	dme-miR-193
NA	CG41562	NA	dme-miR-284
NA	CG4168	NA	dme-miR-190
NA	CG4168	NA	dme-miR-1011
NA	CG4168	NA	dme-miR-33
NA	CG4168	NA	dme-miR-1000
NA	CG4168	NA	dme-miR-281-2-3p
NA	CG4168	NA	dme-miR-10-3p
NA	CG4168	NA	dme-miR-1006
NA	CG4168	NA	dme-miR-219
NA	CG4196	NA	dme-miR-281-2-3p
NA	CG4196	NA	dme-miR-124
NA	CG4196	NA	dme-miR-281-1
NA	CG4196	NA	dme-miR-1002
NA	CG4196	NA	dme-miR-252
NA	CG4196	NA	dme-miR-8
NA	CG4238	NA	dme-miR-317
NA	CG4238	NA	dme-miR-277
NA	CG4238	NA	dme-miR-137
NA	CG4238	NA	dme-miR-315
NA	CG4238	NA	dme-miR-33
NA	CG4238	NA	dme-miR-2a-1
NA	CG4238	NA	dme-miR-6
NA	CG4238	NA	dme-miR-11
NA	CG4238	NA	dme-miR-13
NA	CG4238	NA	dme-miR-308
NA	CG4239	NA	dme-miR-92
NA	CG4239	NA	dme-miR-310
NA	CG4239	NA	dme-miR-311
NA	CG4239	NA	dme-miR-312
NA	CG4239	NA	dme-miR-313
NA	CG4266	NA	dme-miR-5
NA	CG4266	NA	dme-miR-304
NA	CG4266	NA	dme-miR-994
NA	CG4269	NA	dme-miR-2a-2
NA	CG4269	NA	dme-miR-2c
NA	CG4269	NA	dme-miR-2a-1
NA	CG4269	NA	dme-miR-6
NA	CG4269	NA	dme-miR-11
NA	CG4269	NA	dme-miR-13
NA	CG4269	NA	dme-miR-308
NA	CG4272	NA	dme-miR-277
NA	CG4272	NA	dme-miR-10-3p
NA	CG4272	NA	dme-miR-1006
NA	CG4272	NA	dme-miR-1014
NA	CG4278	NA	dme-miR-277
NA	CG4285	NA	dme-miR-317
NA	CG4289	NA	dme-miR-976
NA	CG4290	NA	dme-miR-33
NA	CG4290	NA	dme-miR-283
NA	CG4290	NA	dme-miR-970
NA	CG4290	NA	dme-miR-277
NA	CG4290	NA	dme-miR-1000
NA	CG4297	NA	dme-miR-133
NA	CG4297	NA	dme-miR-92
NA	CG4297	NA	dme-miR-310
NA	CG4297	NA	dme-miR-311
NA	CG4297	NA	dme-miR-312
NA	CG4297	NA	dme-miR-313
NA	CG4297	NA	dme-miR-958
NA	CG4297	NA	dme-miR-9
NA	CG4297	NA	dme-miR-305
NA	CG4297	NA	dme-miR-1
NA	CG4297	NA	dme-miR-965
NA	CG4313	NA	dme-miR-314
NA	CG4313	NA	dme-miR-iab-4-3p
NA	CG4313	NA	dme-miR-277
NA	CG4313	NA	dme-miR-1011
NA	CG4313	NA	dme-miR-184
NA	CG4328	NA	dme-miR-274
NA	CG4328	NA	dme-miR-315
NA	CG4330	NA	dme-miR-2a-1
NA	CG4330	NA	dme-miR-6
NA	CG4330	NA	dme-miR-11
NA	CG4330	NA	dme-miR-13
NA	CG4330	NA	dme-miR-308
NA	CG4332	NA	dme-miR-1
NA	CG4334	NA	dme-miR-315
NA	CG4341	NA	dme-miR-9
NA	CG4341	NA	dme-miR-1000
NA	CG4341	NA	dme-miR-1014
NA	CG4341	NA	dme-miR-10-3p
NA	CG4341	NA	dme-miR-1006
NA	CG4342	NA	dme-miR-10-3p
NA	CG4342	NA	dme-miR-1006
NA	CG4342	NA	dme-miR-957
NA	CG4342	NA	dme-miR-190
NA	CG4342	NA	dme-miR-994
NA	CG4342	NA	dme-miR-987
NA	CG4342	NA	dme-miR-4
NA	CG4342	NA	dme-miR-219
NA	CG4342	NA	dme-miR-5
NA	CG4342	NA	dme-miR-1014
NA	CG4342	NA	dme-miR-968
NA	CG4342	NA	dme-miR-274
NA	CG4342	NA	dme-miR-981
NA	CG4342	NA	dme-miR-iab4as
NA	CG4342	NA	dme-miR-7
NA	CG4342	NA	dme-miR-277
NA	CG4351	NA	dme-miR-276
NA	CG4351	NA	dme-miR-5
NA	CG4351	NA	dme-miR-87
NA	CG4351	NA	dme-miR-4
NA	CG4360	NA	dme-miR-10-5p
NA	CG4360	NA	dme-miR-92
NA	CG4360	NA	dme-miR-310
NA	CG4360	NA	dme-miR-311
NA	CG4360	NA	dme-miR-312
NA	CG4360	NA	dme-miR-313
NA	CG4362	NA	dme-miR-275
NA	CG4362	NA	dme-miR-306
NA	CG4362	NA	dme-miR-2a-2
NA	CG4362	NA	dme-miR-2c
NA	CG4362	NA	dme-miR-1003
NA	CG4362	NA	dme-miR-1004
NA	CG4372	NA	dme-miR-4
NA	CG4374	NA	dme-miR-929
NA	CG4382	NA	dme-miR-281-2-3p
NA	CG4382	NA	dme-miR-1003
NA	CG4382	NA	dme-miR-1004
NA	CG4382	NA	dme-miR-281-1
NA	CG4382	NA	dme-miR-190
NA	CG4382	NA	dme-miR-307
NA	CG4382	NA	dme-miR-1
NA	CG4386	NA	dme-miR-960
NA	CG4389	NA	dme-miR-277
NA	CG4393	NA	dme-miR-315
NA	CG4393	NA	dme-miR-316
NA	CG4393	NA	dme-miR-277
NA	CG4393	NA	dme-miR-375
NA	CG4393	NA	dme-miR-4
NA	CG4395	NA	dme-miR-375
NA	CG4395	NA	dme-miR-1000
NA	CG4406	NA	dme-miR-2a-1
NA	CG4406	NA	dme-miR-6
NA	CG4406	NA	dme-miR-11
NA	CG4406	NA	dme-miR-13
NA	CG4406	NA	dme-miR-308
NA	CG4408	NA	dme-miR-281-1
NA	CG4408	NA	dme-miR-315
NA	CG4408	NA	dme-miR-281-2-3p
NA	CG4409	NA	dme-miR-932
NA	CG4420	NA	dme-miR-981
NA	CG4420	NA	dme-miR-8
NA	CG4433	NA	dme-miR-316
NA	CG4433	NA	dme-miR-960
NA	CG4438	NA	dme-miR-278
NA	CG4447	NA	dme-miR-14
NA	CG4455	NA	dme-miR-1002
NA	CG4455	NA	dme-miR-252
NA	CG4455	NA	dme-miR-277
NA	CG4461	NA	dme-miR-1010
NA	CG4462	NA	dme-miR-2a-1
NA	CG4462	NA	dme-miR-6
NA	CG4462	NA	dme-miR-11
NA	CG4462	NA	dme-miR-13
NA	CG4462	NA	dme-miR-308
NA	CG4467	NA	dme-miR-190
NA	CG4467	NA	dme-miR-184
NA	CG4495	NA	dme-miR-965
NA	CG4497	NA	dme-miR-10-3p
NA	CG4497	NA	dme-miR-1006
NA	CG4497	NA	dme-miR-263b
NA	CG4497	NA	dme-miR-190
NA	CG4497	NA	dme-miR-1014
NA	CG4502	NA	dme-miR-307
NA	CG4502	NA	dme-miR-8
NA	CG4502	NA	dme-miR-33
NA	CG4511	NA	dme-miR-277
NA	CG4511	NA	dme-miR-316
NA	CG4511	NA	dme-miR-315
NA	CG4538	NA	dme-miR-2a-1
NA	CG4538	NA	dme-miR-6
NA	CG4538	NA	dme-miR-11
NA	CG4538	NA	dme-miR-13
NA	CG4538	NA	dme-miR-308
NA	CG4552	NA	dme-miR-92
NA	CG4552	NA	dme-miR-310
NA	CG4552	NA	dme-miR-311
NA	CG4552	NA	dme-miR-312
NA	CG4552	NA	dme-miR-313
NA	CG4552	NA	dme-miR-927
NA	CG4557	NA	dme-miR-2a-1
NA	CG4557	NA	dme-miR-6
NA	CG4557	NA	dme-miR-11
NA	CG4557	NA	dme-miR-13
NA	CG4557	NA	dme-miR-308
NA	CG4558	NA	dme-miR-10-3p
NA	CG4558	NA	dme-miR-1006
NA	CG4558	NA	dme-miR-317
NA	CG4558	NA	dme-miR-277
NA	CG4562	NA	dme-miR-92
NA	CG4562	NA	dme-miR-310
NA	CG4562	NA	dme-miR-311
NA	CG4562	NA	dme-miR-312
NA	CG4562	NA	dme-miR-313
NA	CG4562	NA	dme-miR-1000
NA	CG4562	NA	dme-miR-277
NA	CG4562	NA	dme-miR-79
NA	CG4562	NA	dme-miR-4
NA	CG4562	NA	dme-miR-317
NA	CG4562	NA	dme-miR-315
NA	CG4562	NA	dme-miR-252
NA	CG4562	NA	dme-miR-305
NA	CG4562	NA	dme-miR-1002
NA	CG4562	NA	dme-miR-1017
NA	CG4562	NA	dme-miR-7
NA	CG4567	NA	dme-miR-2a-1
NA	CG4567	NA	dme-miR-6
NA	CG4567	NA	dme-miR-11
NA	CG4567	NA	dme-miR-13
NA	CG4567	NA	dme-miR-308
NA	CG4577	NA	dme-miR-305
NA	CG4577	NA	dme-miR-92
NA	CG4577	NA	dme-miR-310
NA	CG4577	NA	dme-miR-311
NA	CG4577	NA	dme-miR-312
NA	CG4577	NA	dme-miR-313
NA	CG4577	NA	dme-miR-964
NA	CG4577	NA	dme-miR-282
NA	CG4582	NA	dme-miR-927
NA	CG4585	NA	dme-miR-1000
NA	CG4587	NA	dme-miR-8
NA	CG4587	NA	dme-miR-1002
NA	CG4587	NA	dme-miR-375
NA	CG4587	NA	dme-miR-252
NA	CG4587	NA	dme-miR-210
NA	CG4587	NA	dme-miR-190
NA	CG4587	NA	dme-miR-7
NA	CG4587	NA	dme-miR-1000
NA	CG4589	NA	dme-miR-210
NA	CG4593	NA	dme-miR-277
NA	CG4594	NA	dme-miR-277
NA	CG4596	NA	dme-miR-976
NA	CG4596	NA	dme-miR-277
NA	CG4596	NA	dme-miR-1017
NA	CG4596	NA	dme-miR-2a-1
NA	CG4596	NA	dme-miR-6
NA	CG4596	NA	dme-miR-11
NA	CG4596	NA	dme-miR-13
NA	CG4596	NA	dme-miR-308
NA	CG4596	NA	dme-miR-79
NA	CG4596	NA	dme-miR-4
NA	CG4596	NA	dme-miR-5
NA	CG4607	NA	dme-miR-252
NA	CG4607	NA	dme-miR-2a-1
NA	CG4607	NA	dme-miR-6
NA	CG4607	NA	dme-miR-11
NA	CG4607	NA	dme-miR-13
NA	CG4607	NA	dme-miR-308
NA	CG4612	NA	dme-miR-1014
NA	CG4612	NA	dme-miR-10-3p
NA	CG4612	NA	dme-miR-1006
NA	CG4615	NA	dme-miR-263b
NA	CG4615	NA	dme-miR-31
NA	CG4615	NA	dme-miR-9
NA	CG4615	NA	dme-miR-125
NA	CG4619	NA	dme-miR-79
NA	CG4619	NA	dme-miR-1017
NA	CG4619	NA	dme-miR-2a-1
NA	CG4619	NA	dme-miR-6
NA	CG4619	NA	dme-miR-11
NA	CG4619	NA	dme-miR-13
NA	CG4619	NA	dme-miR-308
NA	CG4619	NA	dme-miR-4
NA	CG4623	NA	dme-miR-965
NA	CG4623	NA	dme-miR-999
NA	CG4629	NA	dme-miR-8
NA	CG4629	NA	dme-miR-1000
NA	CG4629	NA	dme-miR-5
NA	CG4631	NA	dme-miR-263b
NA	CG4631	NA	dme-miR-986
NA	CG4641	NA	dme-miR-981
NA	CG4641	NA	dme-miR-971
NA	CG4641	NA	dme-miR-314
NA	CG4643	NA	dme-miR-305
NA	CG4656	NA	dme-miR-375
NA	CG4656	NA	dme-miR-3
NA	CG4656	NA	dme-miR-309
NA	CG4656	NA	dme-miR-318
NA	CG4658	NA	dme-miR-316
NA	CG4658	NA	dme-miR-137
NA	CG4658	NA	dme-miR-1014
NA	CG4658	NA	dme-miR-8
NA	CG4662	NA	dme-miR-927
NA	CG4670	NA	dme-miR-316
NA	CG4670	NA	dme-miR-7
NA	CG4674	NA	dme-miR-9
NA	CG4674	NA	dme-miR-987
NA	CG4678	NA	dme-miR-87
NA	CG4678	NA	dme-miR-92
NA	CG4678	NA	dme-miR-310
NA	CG4678	NA	dme-miR-311
NA	CG4678	NA	dme-miR-312
NA	CG4678	NA	dme-miR-313
NA	CG4678	NA	dme-miR-1011
NA	CG4681	NA	dme-miR-137
NA	CG4685	NA	dme-miR-7
NA	CG4685	NA	dme-miR-210
NA	CG4713	NA	dme-miR-1
NA	CG4726	NA	dme-miR-1002
NA	CG4726	NA	dme-miR-252
NA	CG4729	NA	dme-miR-92
NA	CG4729	NA	dme-miR-310
NA	CG4729	NA	dme-miR-311
NA	CG4729	NA	dme-miR-312
NA	CG4729	NA	dme-miR-313
NA	CG4733	NA	dme-miR-1014
NA	CG4733	NA	dme-miR-92
NA	CG4733	NA	dme-miR-310
NA	CG4733	NA	dme-miR-311
NA	CG4733	NA	dme-miR-312
NA	CG4733	NA	dme-miR-313
NA	CG4743	NA	dme-miR-1000
NA	CG4747	NA	dme-miR-999
NA	CG4751	NA	dme-miR-987
NA	CG4751	NA	dme-miR-8
NA	CG4756	NA	dme-miR-285
NA	CG4756	NA	dme-miR-995
NA	CG4756	NA	dme-miR-998
NA	CG4764	NA	dme-miR-8
NA	CG4766	NA	dme-miR-263a
NA	CG4769	NA	dme-miR-1014
NA	CG4793	NA	dme-miR-252
NA	CG4793	NA	dme-miR-283
NA	CG4793	NA	dme-miR-980
NA	CG4804	NA	dme-miR-315
NA	CG4810	NA	dme-miR-219
NA	CG4810	NA	dme-miR-33
NA	CG4813	NA	dme-miR-1000
NA	CG4829	NA	dme-miR-304
NA	CG4829	NA	dme-miR-1000
NA	CG4829	NA	dme-miR-962
NA	CG4835	NA	dme-miR-210
NA	CG4841	NA	dme-miR-980
NA	CG4841	NA	dme-miR-87
NA	CG4844	NA	dme-miR-4
NA	CG4844	NA	dme-miR-281-2-3p
NA	CG4851	NA	dme-miR-2a-2
NA	CG4851	NA	dme-miR-2c
NA	CG4851	NA	dme-miR-2a-1
NA	CG4851	NA	dme-miR-6
NA	CG4851	NA	dme-miR-11
NA	CG4851	NA	dme-miR-13
NA	CG4851	NA	dme-miR-308
NA	CG4853	NA	dme-miR-277
NA	CG4853	NA	dme-miR-971
NA	CG4853	NA	dme-miR-252
NA	CG4853	NA	dme-miR-1002
NA	CG4858	NA	dme-miR-315
NA	CG4882	NA	dme-miR-79
NA	CG4882	NA	dme-miR-1017
NA	CG4882	NA	dme-miR-4
NA	CG4893	NA	dme-miR-9
NA	CG4911	NA	dme-miR-283
NA	CG4911	NA	dme-miR-87
NA	CG4911	NA	dme-miR-2a-1
NA	CG4911	NA	dme-miR-6
NA	CG4911	NA	dme-miR-11
NA	CG4911	NA	dme-miR-13
NA	CG4911	NA	dme-miR-308
NA	CG4911	NA	dme-miR-210
NA	CG4911	NA	dme-miR-281-1
NA	CG4911	NA	dme-miR-316
NA	CG4911	NA	dme-miR-281-2-3p
NA	CG4925	NA	dme-miR-1
NA	CG4945	NA	dme-miR-1011
NA	CG4949	NA	dme-miR-969
NA	CG4949	NA	dme-miR-124
NA	CG4963	NA	dme-miR-960
NA	CG4963	NA	dme-miR-315
NA	CG4963	NA	dme-miR-210
NA	CG4966	NA	dme-miR-263b
NA	CG4966	NA	dme-miR-960
NA	CG4966	NA	dme-miR-305
NA	CG4984	NA	dme-miR-137
NA	CG4984	NA	dme-miR-9
NA	CG4996	NA	dme-miR-958
NA	CG4996	NA	dme-miR-1
NA	CG5001	NA	dme-miR-317
NA	CG5003	NA	dme-miR-8
NA	CG5004	NA	dme-miR-9
NA	CG5004	NA	dme-miR-1014
NA	CG5004	NA	dme-miR-10-3p
NA	CG5004	NA	dme-miR-1006
NA	CG5004	NA	dme-miR-133
NA	CG5004	NA	dme-miR-315
NA	CG5021	NA	dme-miR-9
NA	CG5021	NA	dme-miR-31
NA	CG5021	NA	dme-miR-1
NA	CG5026	NA	dme-miR-284
NA	CG5026	NA	dme-miR-277
NA	CG5026	NA	dme-miR-987
NA	CG5026	NA	dme-miR-252
NA	CG5026	NA	dme-miR-281-2-5p
NA	CG5026	NA	dme-let-7
NA	CG5028	NA	dme-miR-33
NA	CG5028	NA	dme-miR-317
NA	CG5036	NA	dme-miR-279
NA	CG5036	NA	dme-miR-286
NA	CG5036	NA	dme-miR-996
NA	CG5036	NA	dme-miR-137
NA	CG5044	NA	dme-miR-277
NA	CG5044	NA	dme-miR-7
NA	CG5053	NA	dme-miR-4
NA	CG5053	NA	dme-miR-252
NA	CG5053	NA	dme-miR-190
NA	CG5053	NA	dme-miR-375
NA	CG5053	NA	dme-miR-92
NA	CG5053	NA	dme-miR-310
NA	CG5053	NA	dme-miR-311
NA	CG5053	NA	dme-miR-312
NA	CG5053	NA	dme-miR-313
NA	CG5053	NA	dme-miR-79
NA	CG5053	NA	dme-miR-1017
NA	CG5060	NA	dme-miR-190
NA	CG5060	NA	dme-miR-277
NA	CG5065	NA	dme-miR-1
NA	CG5065	NA	dme-miR-1014
NA	CG5065	NA	dme-miR-10-3p
NA	CG5065	NA	dme-miR-1006
NA	CG5065	NA	dme-miR-4
NA	CG5068	NA	dme-miR-210
NA	CG5073	NA	dme-miR-316
NA	CG5077	NA	dme-miR-282
NA	CG5084	NA	dme-miR-4
NA	CG5087	NA	dme-miR-1000
NA	CG5087	NA	dme-miR-2a-2
NA	CG5087	NA	dme-miR-2c
NA	CG5087	NA	dme-miR-2a-1
NA	CG5087	NA	dme-miR-6
NA	CG5087	NA	dme-miR-11
NA	CG5087	NA	dme-miR-13
NA	CG5087	NA	dme-miR-308
NA	CG5098	NA	dme-miR-1000
NA	CG5098	NA	dme-miR-958
NA	CG5098	NA	dme-miR-971
NA	CG5098	NA	dme-miR-263a
NA	CG5098	NA	dme-miR-960
NA	CG5130	NA	dme-miR-263a
NA	CG5130	NA	dme-miR-965
NA	CG5146	NA	dme-miR-277
NA	CG5148	NA	dme-miR-305
NA	CG5148	NA	dme-miR-8
NA	CG5149	NA	dme-miR-8
NA	CG5149	NA	dme-miR-375
NA	CG5149	NA	dme-miR-284
NA	CG5149	NA	dme-miR-137
NA	CG5150	NA	dme-miR-960
NA	CG5151	NA	dme-miR-1014
